# create_bands_n3lo.py -sqrts 80
# LO cross-section {center, min, max}
58.294376 53.393568 62.545266


# LO ptH {ptmin, ptmax, center, min, max}
0.0 10.0 0.060164885 0.052458167 0.06716741
10.0 20.0 0.17507282 0.15295258 0.19511259
20.0 30.0 0.27448929 0.24073832 0.30475373
30.0 40.0 0.35094393 0.3094615 0.38808629
40.0 50.0 0.40181771 0.35655072 0.44219545
50.0 60.0 0.42724783 0.38158477 0.46784916
60.0 70.0 0.43174686 0.38792436 0.47035072
70.0 80.0 0.41804281 0.37799178 0.45273749
80.0 90.0 0.3929695 0.35731432 0.4240137
90.0 100.0 0.36103736 0.33051968 0.38749777
100.0 110.0 0.32500154 0.29913564 0.34736876
110.0 120.0 0.28880206 0.26657074 0.30736497
120.0 130.0 0.25432369 0.23627114 0.26954002
130.0 140.0 0.22176846 0.20687318 0.23427882
140.0 150.0 0.19209514 0.18020996 0.20201755
150.0 160.0 0.1658623 0.1558191 0.17419153
160.0 170.0 0.14290847 0.13496666 0.14937577
170.0 180.0 0.12286234 0.11627003 0.12821083
180.0 190.0 0.10561946 0.10041129 0.1097145
190.0 200.0 0.090584478 0.086467022 0.093974488
200.0 210.0 0.077909674 0.074559577 0.080732854
210.0 220.0 0.067239244 0.064363296 0.069210342
220.0 230.0 0.057823338 0.055682274 0.059606666
230.0 240.0 0.049958235 0.048128233 0.05135693
240.0 250.0 0.043251853 0.041770045 0.04435304
250.0 260.0 0.037496652 0.036333677 0.038235628
260.0 270.0 0.032430099 0.031611391 0.033280531
270.0 280.0 0.028359026 0.027523041 0.028992286
280.0 290.0 0.024800868 0.024100341 0.025239711
290.0 300.0 0.021701516 0.021173902 0.022094188
300.0 310.0 0.019117113 0.018651332 0.019361394
310.0 320.0 0.016719996 0.016458507 0.016995829
320.0 330.0 0.014794522 0.014464251 0.01494841
330.0 340.0 0.013055582 0.012834463 0.013178634
340.0 350.0 0.011566223 0.011412036 0.011658783
350.0 360.0 0.01024366 0.010113125 0.01034153
360.0 370.0 0.0091230215 0.0090076903 0.0091741304
370.0 380.0 0.0081295022 0.008037037 0.0081553653
380.0 390.0 0.0072487786 0.0071799447 0.0072727043
390.0 400.0 0.0064764964 0.0064641278 0.0064871327
400.0 410.0 0.0058040492 0.0057727042 0.0058226802
410.0 420.0 0.0052180398 0.0051890276 0.0052532779
420.0 430.0 0.0047154181 0.0046754924 0.0047193067
430.0 440.0 0.0042711471 0.0042283438 0.0042711471
440.0 450.0 0.0038474122 0.003831248 0.0038474122
450.0 460.0 0.0034967455 0.0034676549 0.0034967455
460.0 470.0 0.0031532419 0.003147433 0.0031581342
470.0 480.0 0.0028500648 0.0028500648 0.0028715872
